timestamp,endpoint,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate,qps,error_type
2026-02-19T12:00:00,/api/orders,78,314,828,0.0032,1170,
2026-02-19T12:00:00,/api/products,58,248,629,0.0032,2329,
2026-02-19T12:00:00,/api/search,140,575,1479,0.0035,973,
2026-02-19T13:00:00,/api/users,65,280,700,0.002,1957,
2026-02-19T13:00:00,/api/orders,85,341,900,0.0031,1298,
2026-02-19T13:00:00,/api/products,59,253,642,0.0037,2143,
2026-02-19T13:00:00,/api/search,106,437,1123,0.003,953,
2026-02-19T14:00:00,/api/users,70,299,747,0.0035,2020,
2026-02-19T14:00:00,/api/orders,97,387,1020,0.0012,1056,
2026-02-19T14:00:00,/api/products,59,252,638,0.0012,1917,
2026-02-19T14:00:00,/api/search,135,558,1434,0.0025,811,
2026-02-19T15:00:00,/api/users,59,255,636,0.0013,1880,
2026-02-19T15:00:00,/api/orders,76,305,803,0.002,1110,
2026-02-19T15:00:00,/api/products,56,241,611,0.0038,2316,
2026-02-19T15:00:00,/api/search,127,522,1342,0.0035,876,
2026-02-19T16:00:00,/api/users,49,210,526,0.003,1749,
2026-02-19T16:00:00,/api/orders,69,277,729,0.0023,1068,
2026-02-19T16:00:00,/api/products,47,201,509,0.0033,1825,
2026-02-19T16:00:00,/api/search,123,507,1304,0.0031,871,
2026-02-19T17:00:00,/api/users,65,281,701,0.0012,1925,
2026-02-19T17:00:00,/api/orders,71,282,744,0.0018,1240,
2026-02-19T17:00:00,/api/products,56,241,610,0.0027,1800,
2026-02-19T17:00:00,/api/search,94,386,993,0.0036,924,
2026-02-19T18:00:00,/api/users,59,255,637,0.0011,1481,
2026-02-19T18:00:00,/api/orders,81,324,854,0.0035,1016,
2026-02-19T18:00:00,/api/products,54,233,590,0.003,2180,
2026-02-19T18:00:00,/api/search,126,519,1333,0.0033,818,
2026-02-19T19:00:00,/api/users,38,165,412,0.0029,1114,
2026-02-19T19:00:00,/api/orders,47,188,496,0.0031,836,
2026-02-19T19:00:00,/api/products,31,133,337,0.0029,1615,
2026-02-19T19:00:00,/api/search,95,390,1004,0.0034,638,
2026-02-19T20:00:00,/api/users,38,164,411,0.0023,1359,
2026-02-19T20:00:00,/api/orders,46,183,481,0.0032,863,
2026-02-19T20:00:00,/api/products,38,162,410,0.0012,1486,
2026-02-19T20:00:00,/api/search,97,401,1032,0.0018,664,
2026-02-19T21:00:00,/api/users,38,162,406,0.0037,1163,
2026-02-19T21:00:00,/api/orders,52,209,551,0.001,844,
2026-02-19T21:00:00,/api/products,34,147,373,0.0022,1680,
2026-02-19T21:00:00,/api/search,91,373,958,0.0031,662,
2026-02-19T22:00:00,/api/users,37,158,395,0.0027,1386,
2026-02-19T22:00:00,/api/orders,48,190,502,0.0037,735,
2026-02-19T22:00:00,/api/products,42,178,451,0.0036,1351,
2026-02-19T22:00:00,/api/search,74,304,782,0.0018,676,
2026-02-19T23:00:00,/api/users,40,173,432,0.0036,1379,
2026-02-19T23:00:00,/api/orders,62,248,654,0.001,851,
2026-02-19T23:00:00,/api/products,37,157,397,0.0011,1622,
2026-02-19T23:00:00,/api/search,90,370,952,0.0014,546,
2026-02-20T00:00:00,/api/users,17,73,182,0.0027,718,
2026-02-20T00:00:00,/api/orders,23,92,244,0.0012,422,
2026-02-20T00:00:00,/api/products,16,68,171,0.0032,819,
2026-02-20T00:00:00,/api/search,50,204,525,0.004,322,
2026-02-20T01:00:00,/api/users,17,74,185,0.0015,630,
2026-02-20T01:00:00,/api/orders,32,129,340,0.0036,374,
2026-02-20T01:00:00,/api/products,14,61,156,0.0029,835,
2026-02-20T01:00:00,/api/search,39,162,416,0.0025,311,
2026-02-20T02:00:00,/api/users,21,91,226,0.0035,568,
2026-02-20T02:00:00,/api/orders,23,93,246,0.0021,402,
2026-02-20T02:00:00,/api/products,14,61,155,0.0033,830,
2026-02-20T02:00:00,/api/search,40,165,425,0.0031,327,
2026-02-20T03:00:00,/api/users,25,107,267,0.0036,595,
2026-02-20T03:00:00,/api/orders,32,129,340,0.0035,398,
2026-02-20T03:00:00,/api/products,16,68,173,0.0036,666,
2026-02-20T03:00:00,/api/search,39,159,408,0.0034,271,
2026-02-20T04:00:00,/api/users,23,98,246,0.0024,663,
2026-02-20T04:00:00,/api/orders,22,89,234,0.003,445,
2026-02-20T04:00:00,/api/products,14,61,153,0.0016,709,
2026-02-20T04:00:00,/api/search,38,156,402,0.0033,261,
2026-02-20T05:00:00,/api/users,18,79,196,0.002,702,
2026-02-20T05:00:00,/api/orders,27,109,287,0.0014,455,
2026-02-20T05:00:00,/api/products,16,68,171,0.0031,670,
2026-02-20T05:00:00,/api/search,46,188,483,0.0028,339,
2026-02-20T06:00:00,/api/users,41,174,435,0.0029,1142,
2026-02-20T06:00:00,/api/orders,50,199,525,0.0018,814,
2026-02-20T06:00:00,/api/products,36,155,393,0.0022,1688,
2026-02-20T06:00:00,/api/search,70,288,742,0.0031,597,
2026-02-20T07:00:00,/api/users,43,186,464,0.0032,1201,
2026-02-20T07:00:00,/api/orders,47,190,501,0.0038,842,
2026-02-20T07:00:00,/api/products,32,136,344,0.0016,1712,
2026-02-20T07:00:00,/api/search,75,309,793,0.004,584,
2026-02-20T08:00:00,/api/users,50,216,540,0.002,1116,
2026-02-20T08:00:00,/api/orders,59,238,627,0.004,724,
2026-02-20T08:00:00,/api/products,34,147,373,0.0033,1504,
2026-02-20T08:00:00,/api/search,100,412,1061,0.004,651,
2026-02-20T09:00:00,/api/users,64,273,683,0.0032,1579,
2026-02-20T09:00:00,/api/orders,70,282,743,0.0028,1149,
2026-02-20T09:00:00,/api/products,38,162,411,0.0021,2035,
2026-02-20T09:00:00,/api/search,112,460,1183,0.0028,794,
